player_id,country,group,full_name,espn_name,squad_number,position,date_of_birth,age,height,weight,club,league,in_top_league,caps,international_goals,market_value_eur,market_value_fmt,tm_player_id,sofa_player_id,sofa_club,sofa_league,club_conflict,confidence,data_sources
curacao_1,Curaçao,E,Eloy Room,,1,GK,1989-02-06,37,,,Miami FC,,False,71,0,150000,€150k,79294,40859,Miami FC,USL Championship,False,100,wikipedia;transfermarkt;sofascore
curacao_2,Curaçao,E,Shurandy Sambo,,2,DF,2001-08-19,24,,,Sparta Rotterdam,,False,8,0,1300000,€1.3m,412937,916926,Sparta Rotterdam,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
curacao_3,Curaçao,E,Juriën Gaari,,3,DF,1993-12-23,32,,,Abha,,True,60,1,350000,€350k,328455,884944,Abha,Saudi Pro League,False,100,wikipedia;transfermarkt;sofascore
curacao_4,Curaçao,E,Roshon van Eijma,,4,DF,1998-06-09,28,,,RKC Waalwijk,,False,28,1,375000,€375k,401029,925930,RKC Waalwijk,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
curacao_5,Curaçao,E,Sherel Floranus,,5,DF,1998-08-23,27,,,PEC Zwolle,,False,28,0,800000,€800k,315211,803021,PEC Zwolle,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
curacao_6,Curaçao,E,Godfried Roemeratoe,,6,MF,1999-08-19,26,,,RKC Waalwijk,,False,28,1,350000,€350k,393241,825849,RKC Waalwijk,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
curacao_7,Curaçao,E,Juninho Bacuna,,7,MF,1997-08-07,28,,,Volendam,,False,49,15,1700000,€1.7m,348863,788971,FC Volendam,Eerste Divisie,False,100,wikipedia;transfermarkt;sofascore
curacao_8,Curaçao,E,Livano Comenencia,,8,MF,2004-02-03,22,,,Zürich,,False,20,2,500000,€500k,626764,1136642,FC Zürich,Swiss Super League,False,100,wikipedia;transfermarkt;sofascore
curacao_9,Curaçao,E,Jürgen Locadia,,9,FW,1993-11-07,32,,,Miami FC,,False,13,1,200000,€200k,166240,97409,Miami FC,USL Championship,False,100,wikipedia;transfermarkt;sofascore
curacao_10,Curaçao,E,Leandro Bacuna(captain),,10,MF,1991-08-21,34,,,Iğdır,,False,72,16,,,,,,,False,50,wikipedia
curacao_11,Curaçao,E,Jeremy Antonisse,,11,FW,2002-03-29,24,,,Kifisia,,False,27,4,800000,€800k,594273,1092638,AE Kifisia,Cup of 3rd League,False,100,wikipedia;transfermarkt;sofascore
curacao_12,Curaçao,E,Sontje Hansen,,12,FW,2002-05-18,24,,,Middlesbrough,,False,6,1,3500000,€3.5m,485582,1199057,Middlesbrough,Championship,False,100,wikipedia;transfermarkt;sofascore
curacao_13,Curaçao,E,Tyrese Noslin,,13,FW,2002-09-11,23,,,Telstar,,False,7,1,750000,€750k,708005,1469336,SC Telstar,Eerste Divisie,False,100,wikipedia;transfermarkt;sofascore
curacao_14,Curaçao,E,Kenji Gorré,,14,FW,1994-09-29,31,,,Maccabi Haifa,,False,38,6,600000,€600k,374889,796142,Maccabi Haifa,Israeli Premier League,False,100,wikipedia;transfermarkt;sofascore
curacao_15,Curaçao,E,Ar'jany Martha,,15,MF,2003-09-04,22,,,Rotherham United,,False,9,2,700000,€700k,572519,1004277,Rotherham United,League One,False,100,wikipedia;transfermarkt;sofascore
curacao_16,Curaçao,E,Jearl Margaritha,,16,FW,2000-04-10,26,,,Beveren,,False,22,5,1000000,€1m,538958,1036004,SK Beveren,Challenger Pro League,False,100,wikipedia;transfermarkt;sofascore
curacao_17,Curaçao,E,Brandley Kuwas,,17,FW,1992-09-19,33,,,Volendam,,False,35,2,250000,€250k,232219,252885,FC Volendam,Eerste Divisie,False,100,wikipedia;transfermarkt;sofascore
curacao_18,Curaçao,E,Armando Obispo,,18,DF,1999-03-05,27,,,PSV Eindhoven,,False,6,0,4000000,€4m,339337,825838,PSV Eindhoven,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
curacao_19,Curaçao,E,Gervane Kastaneer,,19,FW,1996-06-09,30,,,Terengganu,,False,29,9,225000,€225k,240752,798178,Terengganu,Malaysia Super League,False,100,wikipedia;transfermarkt;sofascore
curacao_20,Curaçao,E,Joshua Brenet,,20,DF,1994-03-20,32,,,Kayserispor,,False,18,2,1000000,€1m,207006,296438,Kayserispor,Trendyol Süper Lig,False,100,wikipedia;transfermarkt;sofascore
curacao_21,Curaçao,E,Tahith Chong,,21,MF,1999-12-04,26,,,Sheffield United,,False,6,3,3500000,€3.5m,344830,825845,Sheffield United,Championship,False,100,wikipedia;transfermarkt;sofascore
curacao_22,Curaçao,E,Kevin Felida,,22,MF,1999-11-11,26,,,Den Bosch,,False,19,1,400000,€400k,433933,896215,FC Den Bosch,Eerste Divisie,False,100,wikipedia;transfermarkt;sofascore
curacao_23,Curaçao,E,Riechedly Bazoer,,23,DF,1996-10-12,29,,,Konyaspor,,False,5,0,1500000,€1.5m,216443,227196,Konyaspor,Trendyol Süper Lig,False,100,wikipedia;transfermarkt;sofascore
curacao_24,Curaçao,E,Deveron Fonville,,24,DF,2003-05-16,23,,,NEC,,False,2,0,1500000,€1.5m,708989,1177177,NEC Nijmegen,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
curacao_25,Curaçao,E,Tyrick Bodak,,25,GK,2002-05-15,24,,,Telstar,,False,4,0,25000,€25k,663961,1049270,SC Telstar,Eerste Divisie,False,100,wikipedia;transfermarkt;sofascore
curacao_26,Curaçao,E,Trevor Doornbusch,,26,GK,1999-07-06,26,,,VVV-Venlo,,False,8,0,50000,€50k,390814,895013,VVV-Venlo,Eerste Divisie,False,100,wikipedia;transfermarkt;sofascore
czechia_1,Czechia,A,Matěj Kovář,Matej Kovár,1,GK,2000-05-17,26,"6' 5""",183 lbs,PSV Eindhoven,,False,20,0,8000000,€8m,550829,927366,PSV Eindhoven,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
czechia_2,Czechia,A,David Zima,,2,DF,2000-11-08,25,"6' 3""",174 lbs,Slavia Prague,,False,25,1,7000000,€7m,544149,963084,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_3,Czechia,A,Tomáš Holeš,Tomás Holes,3,DF,1993-03-31,33,"5' 11""",161 lbs,Slavia Prague,,False,41,2,1000000,€1m,216278,151440,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_4,Czechia,A,Robin Hranáč,Robin Hranác,4,DF,2000-01-29,26,"6' 3""",181 lbs,TSG Hoffenheim,Bundesliga,True,14,1,10000000,€10m,620217,957615,TSG Hoffenheim,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
czechia_5,Czechia,A,Vladimír Coufal,,5,DF,1992-08-22,33,"5' 9""",168 lbs,TSG Hoffenheim,Bundesliga,True,62,2,2500000,€2.5m,157672,138024,TSG Hoffenheim,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
czechia_6,Czechia,A,Štěpán Chaloupek,Stepán Chaloupek,6,DF,2003-03-08,23,"6' 2""",150 lbs,Slavia Prague,,False,5,0,10000000,€10m,944827,1144329,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_7,Czechia,A,Ladislav Krejčí(captain),Ladislav Krejcí,7,DF,1999-04-20,27,"6' 3""",192 lbs,Wolverhampton Wanderers,Premier League,True,27,5,,,,,,,False,50,wikipedia
czechia_8,Czechia,A,Vladimír Darida,,8,MF,1990-08-08,35,"5' 8""",141 lbs,Hradec Králové,,False,79,8,375000,€375k,179643,109002,FC Hradec Králové,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_9,Czechia,A,Adam Hložek,Adam Hlozek,9,FW,2002-07-25,23,"6' 2""",183 lbs,TSG Hoffenheim,Bundesliga,True,43,5,10000000,€10m,552057,963801,TSG Hoffenheim,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
czechia_10,Czechia,A,Patrik Schick,,10,FW,1996-01-24,30,"6' 3""",190 lbs,Bayer Leverkusen,Bundesliga,True,53,26,18000000,€18m,242086,280609,Bayer 04 Leverkusen,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
czechia_11,Czechia,A,Jan Kuchta,,11,FW,1997-01-08,29,"6' 1""",190 lbs,Sparta Prague,,False,31,3,2700000,€2.7m,334802,824139,AC Sparta Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_12,Czechia,A,Lukáš Červ,Lukás Cerv,12,MF,2001-04-10,25,"6' 0""",159 lbs,Viktoria Plzeň,,False,17,2,6000000,€6m,611049,952114,FC Viktoria Plzeň,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_13,Czechia,A,Mojmír Chytil,,13,FW,1999-04-29,27,"6' 2""",181 lbs,Slavia Prague,,False,22,6,4000000,€4m,405855,826049,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_14,Czechia,A,David Jurásek,,14,DF,2000-08-07,25,"6' 0""",170 lbs,Slavia Prague,,False,18,1,5000000,€5m,500054,1030711,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_15,Czechia,A,Pavel Šulc,Pavel Sulc,15,MF,2000-12-29,25,"5' 10""",163 lbs,Lyon,Ligue 1,True,21,5,20000000,€20m,500053,957604,Olympique Lyonnais,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
czechia_16,Czechia,A,Jindřich Staněk,Jindrich Stanek,16,GK,1996-04-27,30,"6' 4""",196 lbs,Slavia Prague,,False,14,0,2000000,€2m,242089,280601,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_17,Czechia,A,Lukáš Provod,Lukás Provod,17,MF,1996-10-23,29,"6' 3""",185 lbs,Slavia Prague,,False,38,3,8000000,€8m,292779,846122,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_18,Czechia,A,Michal Sadílek,,18,MF,1999-05-31,27,"5' 7""",141 lbs,Slavia Prague,,False,35,1,8000000,€8m,321204,825731,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_19,Czechia,A,Tomáš Chorý,Tomás Chorý,19,FW,1995-01-26,31,"6' 6""",218 lbs,Slavia Prague,,False,22,7,2700000,€2.7m,198614,188307,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_20,Czechia,A,Jaroslav Zelený,,20,DF,1992-08-20,33,"6' 3""",179 lbs,Sparta Prague,,False,23,0,600000,€600k,142219,118204,AC Sparta Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_21,Czechia,A,David Douděra,David Doudera,21,MF,1998-05-31,28,"5' 9""",146 lbs,Slavia Prague,,False,17,2,3500000,€3.5m,493758,891442,SK Slavia Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_22,Czechia,A,Tomáš Souček,Tomás Soucek,22,MF,1995-02-27,31,"6' 4""",190 lbs,West Ham United,Premier League,True,90,17,10000000,€10m,283628,799041,West Ham United,Premier League,False,100,wikipedia;transfermarkt;sofascore
czechia_23,Czechia,A,Lukáš Horníček,Lukás Hornícek,23,GK,2002-07-13,23,"6' 6""",203 lbs,Braga,,False,1,0,18000000,€18m,629773,963744,Sporting Braga,Liga Portugal Betclic,False,100,wikipedia;transfermarkt;sofascore
czechia_24,Czechia,A,Alexandr Sojka,,24,MF,2003-04-02,23,"6' 2""",170 lbs,Viktoria Plzeň,,False,2,0,2300000,€2.3m,826103,1403491,FC Viktoria Plzeň,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_25,Czechia,A,Hugo Sochůrek,Hugo Sochurek,25,MF,2008-06-07,18,"6' 0""",172 lbs,Sparta Prague,,False,1,0,3500000,€3.5m,1206877,1931626,AC Sparta Praha,Czech First League,False,100,wikipedia;transfermarkt;sofascore
czechia_26,Czechia,A,Denis Višinský,Denis Visinský,26,MF,2003-03-21,23,"5' 10""",163 lbs,Viktoria Plzeň,,False,2,1,3000000,€3m,652060,1088727,FC Viktoria Plzeň,Czech First League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_1,DR Congo,K,Lionel Mpasi,,1,GK,1994-08-01,31,"6' 0""",161 lbs,Le Havre,Ligue 1,True,28,0,,,,,,,False,50,wikipedia
dr-congo_2,DR Congo,K,Aaron Wan-Bissaka,,2,DF,1997-11-26,28,"6' 0""",159 lbs,West Ham United,Premier League,True,11,0,15000000,€15m,477758,863653,West Ham United,Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_3,DR Congo,K,Steve Kapuadi,,3,DF,1998-04-30,28,"6' 5""",192 lbs,Widzew Łódź,,False,4,0,2500000,€2.5m,679709,1019957,Widzew Łódź,Betclic 1. Liga,False,100,wikipedia;transfermarkt;sofascore
dr-congo_4,DR Congo,K,Axel Tuanzebe,,4,DF,1997-11-14,28,"6' 1""",163 lbs,Burnley,,True,13,1,5000000,€5m,342046,817979,Burnley,Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_5,DR Congo,K,Dylan Batubinsika,,5,DF,1996-02-15,30,"6' 1""",183 lbs,AEL,,False,14,1,600000,€600k,289432,352912,AEL Novibet,Greek Football Cup,False,100,wikipedia;transfermarkt;sofascore
dr-congo_6,DR Congo,K,Ngal'ayel Mukau,,6,MF,2004-11-03,21,"6' 1""",172 lbs,Lille,Ligue 1,True,13,0,15000000,€15m,1016015,1391541,Lille,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
dr-congo_7,DR Congo,K,Nathanaël Mbuku,,7,FW,2002-03-16,24,"5' 7""",152 lbs,Montpellier,Ligue 1,True,18,2,2000000,€2m,557614,963399,Montpellier,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
dr-congo_8,DR Congo,K,Samuel Moutoussamy,,8,MF,1996-08-12,29,"5' 9""",159 lbs,Atromitos,,False,57,0,1200000,€1.2m,353403,892624,APS Atromitos Athinon,Greek Football Cup,False,100,wikipedia;transfermarkt;sofascore
dr-congo_9,DR Congo,K,Brian Cipenga,,9,FW,1998-03-11,28,"5' 8""",148 lbs,Castellón,,False,7,0,2000000,€2m,700565,1160969,CD Castellón,Primera Federación,False,100,wikipedia;transfermarkt;sofascore
dr-congo_10,DR Congo,K,Théo Bongonda,,10,MF,1995-11-20,30,"5' 9""",139 lbs,Spartak Moscow,,False,37,7,3000000,€3m,280701,344953,FC Spartak Moscow,Russian Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_11,DR Congo,K,Gaël Kakuta,,11,MF,1991-06-21,34,"5' 9""",150 lbs,AEL,,False,30,5,250000,€250k,74297,46387,AEL Novibet,Greek Football Cup,False,100,wikipedia;transfermarkt;sofascore
dr-congo_12,DR Congo,K,Joris Kayembe,,12,DF,1994-08-08,31,"5' 11""",161 lbs,Genk,,False,25,0,2000000,€2m,129586,354046,KRC Genk,Pro League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_13,DR Congo,K,Meschak Elia,Meschack Elia,13,FW,1997-08-06,28,"5' 8""",148 lbs,Alanyaspor,,False,68,12,1500000,€1.5m,423678,862078,Alanyaspor,Trendyol Süper Lig,False,100,wikipedia;transfermarkt;sofascore
dr-congo_14,DR Congo,K,Noah Sadiki,,14,MF,2004-12-17,21,"5' 8""",161 lbs,Sunderland,,False,19,0,35000000,€35m,727089,1171539,Sunderland,League One,False,100,wikipedia;transfermarkt;sofascore
dr-congo_15,DR Congo,K,Aaron Tshibola,,15,MF,1995-01-02,31,"6' 3""",161 lbs,Kilmarnock,,False,16,1,150000,€150k,243633,353602,Kilmarnock,Scottish Championship,False,100,wikipedia;transfermarkt;sofascore
dr-congo_16,DR Congo,K,Timothy Fayulu,,16,GK,1999-07-24,26,"6' 4""",183 lbs,Noah,,False,3,0,800000,€800k,541420,927616,FC Noah,Armenian Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_17,DR Congo,K,Cédric Bakambu,,17,FW,1991-04-11,35,"6' 0""",161 lbs,Real Betis,La Liga,True,69,21,1200000,€1.2m,127048,115665,Real Betis,LaLiga,False,100,wikipedia;transfermarkt;sofascore
dr-congo_18,DR Congo,K,Charles Pickel,,18,MF,1997-05-15,29,"6' 2""",172 lbs,Espanyol,La Liga,True,34,1,2500000,€2.5m,243879,758664,Espanyol,LaLiga,False,100,wikipedia;transfermarkt;sofascore
dr-congo_19,DR Congo,K,Fiston Mayele,,19,FW,1994-06-24,31,"6' 1""",185 lbs,Pyramids,,False,37,6,1800000,€1.8m,727157,1007556,Pyramids FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_20,DR Congo,K,Yoane Wissa,,20,FW,1996-09-03,29,"5' 9""",163 lbs,Newcastle United,Premier League,True,37,9,25000000,€25m,388165,805123,Newcastle United,Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_21,DR Congo,K,Matthieu Epolo,,21,GK,2005-01-15,21,"6' 0""",163 lbs,Standard Liège,,False,1,0,8000000,€8m,680218,1121943,Standard Liège,Pro League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_22,DR Congo,K,Chancel Mbemba(captain),Chancel Mbemba,22,DF,1994-08-08,31,"6' 0""",179 lbs,Lille,Ligue 1,True,108,7,,,,,,,False,50,wikipedia
dr-congo_23,DR Congo,K,Simon Banza,,23,FW,1996-08-13,29,"6' 2""",170 lbs,Al Jazira,,False,15,2,10000000,€10m,344869,825945,Al-Jazira,UAE Pro League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_24,DR Congo,K,Gédéon Kalulu,,24,DF,1997-08-29,28,"5' 10""",159 lbs,Aris Limassol,,False,28,0,1000000,€1m,395685,991200,Aris Limassol,Cypriot 2nd Division,False,100,wikipedia;transfermarkt;sofascore
dr-congo_25,DR Congo,K,Edo Kayembe,,25,MF,1998-06-03,28,"6' 0""",170 lbs,Watford,,False,42,2,4000000,€4m,486477,917305,Watford,Premier League,False,100,wikipedia;transfermarkt;sofascore
dr-congo_26,DR Congo,K,Arthur Masuaku,,26,DF,1993-11-07,32,"5' 10""",152 lbs,Lens,Ligue 1,True,45,4,2000000,€2m,181380,174975,RC Lens,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
ecuador_1,Ecuador,E,Hernán Galíndez,,1,GK,1987-03-30,39,"6' 2""",183 lbs,Huracán,,False,35,0,,,,588618,Huracán,Liga Profesional de Fútbol,False,75,wikipedia;sofascore
ecuador_2,Ecuador,E,Félix Torres,,2,DF,1997-01-11,29,"6' 2""",172 lbs,Internacional,,False,49,5,,,,881848,Internacional,Brasileirão Betano,False,75,wikipedia;sofascore
ecuador_3,Ecuador,E,Piero Hincapié,,3,DF,2002-01-09,24,"6' 0""",170 lbs,Arsenal,Premier League,True,52,3,,,,1002837,Arsenal,Premier League,False,75,wikipedia;sofascore
ecuador_4,Ecuador,E,Joel Ordóñez,,4,DF,2004-04-21,22,"6' 2""",168 lbs,Club Brugge,,False,17,0,,,,1187275,Club Brugge KV,Pro League,False,75,wikipedia;sofascore
ecuador_5,Ecuador,E,Jordy Alcívar,,5,MF,1999-08-05,26,"5' 6""",157 lbs,Independiente del Valle,,False,11,1,,,,925740,Independiente del Valle,LigaPro Serie A,False,75,wikipedia;sofascore
ecuador_6,Ecuador,E,Willian Pacho,,6,DF,2001-10-16,24,"6' 2""",179 lbs,Paris Saint-Germain,Ligue 1,True,34,2,,,,979480,Paris Saint-Germain,Ligue 1,False,75,wikipedia;sofascore
ecuador_7,Ecuador,E,Pervis Estupiñán,,7,DF,1998-01-21,28,"5' 9""",161 lbs,Milan,Serie A,True,54,5,,,,805465,AC Milan,Serie A,False,75,wikipedia;sofascore
ecuador_8,Ecuador,E,Anthony Valencia,,8,FW,2003-07-21,22,"5' 8""",150 lbs,Antwerp,,False,3,1,,,,1020197,Royal Antwerp FC,Pro League,False,75,wikipedia;sofascore
ecuador_9,Ecuador,E,John Yeboah,,9,FW,2000-06-23,25,"5' 7""",146 lbs,Venezia,Serie A,True,23,3,,,,879802,Venezia,Serie A,False,75,wikipedia;sofascore
ecuador_10,Ecuador,E,Kendry Páez,,10,MF,2007-05-04,19,"5' 10""",157 lbs,River Plate,,False,26,2,,,,1464025,River Plate,Liga Profesional de Fútbol,False,75,wikipedia;sofascore
ecuador_11,Ecuador,E,Kevin Rodríguez,,11,FW,2000-03-04,26,"6' 3""",183 lbs,Union Saint-Gilloise,,False,31,2,,,,1431770,Royale Union Saint-Gilloise,Pro League,False,75,wikipedia;sofascore
ecuador_12,Ecuador,E,Moisés Ramírez,,12,GK,2000-09-09,25,"6' 1""",181 lbs,Kifisia,,False,7,0,,,,923237,AE Kifisia,Cup of 3rd League,False,75,wikipedia;sofascore
ecuador_13,Ecuador,E,Enner Valencia(captain),Enner Valencia,13,FW,1989-11-04,36,"5' 10""",161 lbs,Pachuca,,False,105,49,,,,,,,False,50,wikipedia
ecuador_14,Ecuador,E,Alan Minda,,14,FW,2003-05-14,23,"5' 9""",132 lbs,Atlético Mineiro,,False,20,2,,,,1122552,Atlético Mineiro,Brasileirão Betano,False,75,wikipedia;sofascore
ecuador_15,Ecuador,E,Pedro Vite,,15,MF,2002-03-09,24,"5' 8""",150 lbs,UNAM,,False,17,1,,,,1002524,Pumas UNAM,"Liga MX, Apertura",False,75,wikipedia;sofascore
ecuador_16,Ecuador,E,Jordy Caicedo,,16,FW,1997-11-18,28,"6' 1""",181 lbs,Huracán,,False,20,4,,,,804770,Huracán,Liga Profesional de Fútbol,False,75,wikipedia;sofascore
ecuador_17,Ecuador,E,Ángelo Preciado,,17,DF,1998-02-18,28,"5' 9""",161 lbs,Atlético Mineiro,,False,55,0,,,,881844,Atlético Mineiro,Brasileirão Betano,False,75,wikipedia;sofascore
ecuador_18,Ecuador,E,Denil Castillo,,18,MF,2004-03-24,22,"6' 2""",168 lbs,Midtjylland,,False,5,0,,,,1145126,FC Midtjylland,Danish Superliga,False,75,wikipedia;sofascore
ecuador_19,Ecuador,E,Gonzalo Plata,,19,FW,2000-11-01,25,"5' 10""",168 lbs,Flamengo,,False,50,8,,,,937937,Flamengo,Brasileirão Betano,False,75,wikipedia;sofascore
ecuador_20,Ecuador,E,Nilson Angulo,,20,FW,2003-06-19,22,"6' 0""",150 lbs,Sunderland,,False,14,2,,,,1116571,Sunderland,League One,False,75,wikipedia;sofascore
ecuador_21,Ecuador,E,Alan Franco,,21,MF,1998-08-21,27,"5' 9""",168 lbs,Atlético Mineiro,,False,58,1,,,,822729,Atlético Mineiro,Brasileirão Betano,False,75,wikipedia;sofascore
ecuador_22,Ecuador,E,Gonzalo Valle,,22,GK,1996-02-28,30,"6' 1""",190 lbs,LDU Quito,,False,4,0,,,,925484,LDU,LigaPro Serie A,False,75,wikipedia;sofascore
ecuador_23,Ecuador,E,Moisés Caicedo,,23,MF,2001-11-02,24,"5' 10""",161 lbs,Chelsea,Premier League,True,61,3,,,,987650,Chelsea,Premier League,False,75,wikipedia;sofascore
ecuador_24,Ecuador,E,Jeremy Arévalo,,24,FW,2005-03-19,21,"6' 0""",192 lbs,VfB Stuttgart,Bundesliga,True,4,0,,,,1464642,VfB Stuttgart II U21,Regionalliga Südwest,False,75,wikipedia;sofascore
ecuador_25,Ecuador,E,Jackson Porozo,,25,DF,2000-08-04,25,"6' 4""",190 lbs,Tijuana,,False,10,1,,,,978518,Club Tijuana,"Liga MX, Apertura",False,75,wikipedia;sofascore
ecuador_26,Ecuador,E,Yaimar Medina,,26,DF,2004-11-05,21,"5' 10""",174 lbs,Genk,,False,6,0,,,,1106546,KRC Genk,Pro League,False,75,wikipedia;sofascore
egypt_1,Egypt,G,Mohamed El Shenawy,,1,GK,1988-12-18,37,"6' 3""",196 lbs,Al Ahly,,False,76,0,500000,€500k,134573,871735,Al Ahly FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_2,Egypt,G,Yasser Ibrahim,,2,DF,1993-02-10,33,"6' 1""",181 lbs,Al Ahly,,False,17,1,275000,€275k,237425,333441,Al Ahly FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_3,Egypt,G,Mohamed Hany,,3,DF,1996-02-02,30,"6' 0""",163 lbs,Al Ahly,,False,42,0,1500000,€1.5m,343974,826545,Al Ahly FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_4,Egypt,G,Hossam Abdelmaguid,,4,DF,2001-04-30,25,"6' 4""",185 lbs,Zamalek,,False,13,0,2000000,€2m,737524,1063327,Zamalek SC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_5,Egypt,G,Ramy Rabia,,5,DF,1993-05-20,33,"6' 0""",170 lbs,Al Ain,,False,44,5,600000,€600k,172623,295339,Al-Ain,UAE Pro League,False,100,wikipedia;transfermarkt;sofascore
egypt_6,Egypt,G,Mohamed Abdelmonem,Mohamed Abdelmoneim,6,DF,1999-02-01,27,,,Nice,Ligue 1,True,36,3,2500000,€2.5m,566025,926506,Nice,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
egypt_7,Egypt,G,Trézéguet,,7,FW,1994-10-01,31,"5' 11""",170 lbs,Al Ahly,,False,96,23,4500000,€4.5m,234189,295361,Al Ahly FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_8,Egypt,G,Emam Ashour,,8,MF,1998-02-20,28,"5' 11""",170 lbs,Al Ahly,,False,29,0,4000000,€4m,604008,967032,Al Ahly FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_9,Egypt,G,Hamza Abdelkarim,,9,FW,2008-01-01,18,"6' 0""",168 lbs,Barcelona B,,False,2,0,1500000,€1.5m,1259085,1961596,Barcelona U19,UEFA Youth League,False,100,wikipedia;transfermarkt;sofascore
egypt_10,Egypt,G,Mohamed Salah(captain),Mohamed Salah,10,FW,1992-06-15,33,"5' 9""",172 lbs,Liverpool,Premier League,True,116,67,,,,,,,False,50,wikipedia
egypt_11,Egypt,G,Mostafa Ziko,Mostafa Zico,11,GK,1997-04-27,29,"5' 10""",161 lbs,Pyramids,,False,2,2,1800000,€1.8m,896616,1418782,Pyramids FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_12,Egypt,G,Haissem Hassan,,12,FW,2002-02-08,24,"5' 9""",174 lbs,Oviedo,,False,4,0,3500000,€3.5m,620164,942836,Real Oviedo,LaLiga 2,False,100,wikipedia;transfermarkt;sofascore
egypt_13,Egypt,G,Ahmed Fatouh,,13,DF,1998-03-22,28,"5' 10""",152 lbs,Zamalek,,False,39,1,1000000,€1m,465966,880622,Zamalek SC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_14,Egypt,G,Hamdy Fathy,,14,MF,1994-09-29,31,"5' 11""",174 lbs,Al-Wakrah,,False,63,3,1800000,€1.8m,340303,918913,Al-Wakrah,Stars League,False,100,wikipedia;transfermarkt;sofascore
egypt_15,Egypt,G,Karim Hafez,,15,DF,1996-03-12,30,"5' 9""",161 lbs,Pyramids,,False,9,0,700000,€700k,333004,577736,Pyramids FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
egypt_16,Egypt,G,El Mahdy Soliman,Mahdy Soliman,16,GK,1987-06-08,39,"6' 2""",196 lbs,Zamalek,,False,0,0,150000,€150k,104951,918547,Zamalek SC,Egyptian Premier League,False,95,wikipedia;transfermarkt;sofascore
egypt_17,Egypt,G,Mohanad Lasheen,Mohanad Lashin,17,MF,1996-05-29,30,"6' 1""",185 lbs,Pyramids,,False,23,0,3000000,€3m,479682,918506,Pyramids FC,Egyptian Premier League,False,100,wikipedia;transfermarkt;sofascore
